file,IOU,dice_coeffecient,pixel_accuracy,MSE_overlap,SSIM_overlap,XOR_overlap
ISIC_0026395,0.013583578585012909,0.00011625881850077456,0.30575555555555556,40422.7361,0.23043703442406568,0.6877222222222222
ISIC_0026396,0.8542650157170703,0.003782803838332058,0.93,2366.6027814814815,0.8923155661513874,0.047907407407407405
ISIC_0026397,0.5725921502272652,0.003168166230470532,0.7746777777777778,9444.695118518519,0.6913809124323494,0.19085185185185186
ISIC_0026398,0.27049155631882615,0.001835196999539016,0.6267481481481482,20271.864692592593,0.5628856403979555,0.3587074074074074
ISIC_0026399,0.05416999474002065,0.0004239492250134678,0.0721962962962963,57093.980937037035,0.02641306300333535,0.8990814814814815
ISIC_0026400,0.108971908409022,0.0009549512312361296,0.48741111111111113,24817.16185925926,0.3680629005112607,0.5006851851851852
ISIC_0026401,0.9142551865372629,0.0038447561745724498,0.9488111111111112,2152.991722222222,0.9215366262344221,0.024966666666666668
ISIC_0026402,0.0030496560036563517,2.5697302173502696e-05,0.0843962962962963,54896.129166666666,0.02385192934149691,0.9129148148148148
ISIC_0026403,0.7259864028429628,0.00339545884106493,0.6708777777777778,17368.25527777778,0.6082936052980824,0.2333185185185185
ISIC_0026404,0.2507208548490445,0.0017593658916695454,0.3164592592592593,37556.803007407405,0.20332083876949425,0.5890111111111112
ISIC_0026405,0.4932853601598036,0.003190966745460678,0.8420666666666666,4260.501355555555,0.733064446232848,0.15595925925925927
ISIC_0026406,0.13060524739310642,0.000965069355002864,0.29941851851851853,42380.094651851854,0.23291691167139555,0.6611296296296296
ISIC_0026407,0.838690017691025,0.003683879408106074,0.8879925925925926,5738.94322962963,0.8485811316670424,0.07058148148148148
ISIC_0026408,0.5261494879058618,0.0031614894346232523,0.8502888888888889,4846.3276703703705,0.7621300967311953,0.14496666666666666
